,Name,Company,City,Ratings,Summary,Date
7226,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7227,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7228,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7229,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7230,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7231,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7232,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
7233,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7234,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7235,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7236,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7237,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7238,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7239,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7240,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7241,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
7242,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7243,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7244,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7245,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7246,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7247,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7248,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7249,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7250,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
7251,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7252,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7253,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7254,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7255,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7256,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7257,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7258,Entry Level Field Biologist/Wetland Scientist,Tetra Tech,"Collinsville, IL 62234",3.8,"Tetra Tech, Inc. is currently seeking applicants for full-time entry level field biologists/wetland scientists in our Collinsville, Illinois office.",30+ days ago
7259,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7260,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Comfortable with Python for data analysis.
Apply engineering principles to identify trends and events in complex ship data.",30+ days ago
7261,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7262,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7263,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7264,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7265,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7266,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7267,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7268,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7269,Data Analyst - Dallas Office or Home-Based - Immediate Openi...,Qlarant,"Dallas, TX",3.1,"The Data Analyst III is an entry level professional position that performs study design, data analysis, and report preparation.",Today
7270,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7271,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,"Projects include ad hoc data analysis, business process workflow analysis and documentation.
Interns will work with employees throughout the organization to…",30+ days ago
7272,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7273,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7274,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7275,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7276,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7277,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7278,Entry Level Field Biologist/Wetland Scientist,Tetra Tech,"Collinsville, IL 62234",3.8,"Tetra Tech, Inc. is currently seeking applicants for full-time entry level field biologists/wetland scientists in our Collinsville, Illinois office.",30+ days ago
7279,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7280,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Comfortable with Python for data analysis.
Apply engineering principles to identify trends and events in complex ship data.",30+ days ago
7281,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7282,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7283,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7284,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7285,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7286,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7287,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7288,Entry Level Field Biologist/Wetland Scientist,Tetra Tech,"Collinsville, IL 62234",3.8,"Tetra Tech, Inc. is currently seeking applicants for full-time entry level field biologists/wetland scientists in our Collinsville, Illinois office.",30+ days ago
7289,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7290,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Comfortable with Python for data analysis.
Apply engineering principles to identify trends and events in complex ship data.",30+ days ago
7291,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7292,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7293,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7294,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7295,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7296,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7297,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7298,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7299,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
7300,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7301,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7302,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7303,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7304,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7305,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7306,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Provide engineering and physical insight into mechanical and marine systems for a data science team.
Apply engineering principles to identify trends and events…",30+ days ago
7307,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7308,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7309,Data Scientist,eBay Inc.,"Austin, TX",3.9,Decision Science contains both data scientists and software engineers responsible for creating and implementing state of the art machine learning algorithms for…,1 day ago
7310,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7311,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7312,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7313,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7314,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7315,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7316,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7317,Entry Level Field Biologist/Wetland Scientist,Tetra Tech,"Collinsville, IL 62234",3.8,"Tetra Tech, Inc. is currently seeking applicants for full-time entry level field biologists/wetland scientists in our Collinsville, Illinois office.",30+ days ago
7318,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7319,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Comfortable with Python for data analysis.
Apply engineering principles to identify trends and events in complex ship data.",30+ days ago
7320,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7321,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7322,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7323,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7324,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7325,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7326,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Provide engineering and physical insight into mechanical and marine systems for a data science team.
Apply engineering principles to identify trends and events…",30+ days ago
7327,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7328,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7329,Data Scientist,eBay Inc.,"Austin, TX",3.9,Decision Science contains both data scientists and software engineers responsible for creating and implementing state of the art machine learning algorithms for…,1 day ago
7330,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7331,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7332,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7333,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7334,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7335,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7336,Entry Level Data Scientist,CACI,"Bethesda, MD 20817",3.8,"Provide engineering and physical insight into mechanical and marine systems for a data science team.
Apply engineering principles to identify trends and events…",30+ days ago
7337,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7338,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7339,Data Scientist,eBay Inc.,"Austin, TX",3.9,Decision Science contains both data scientists and software engineers responsible for creating and implementing state of the art machine learning algorithms for…,1 day ago
7340,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7341,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,"Familiar with key data engineering concepts.
0-3 years in data science.
Help with various data analysis and modeling projects projects.",15 days ago
7342,Entry Level Scientist - Cell Lab,PPD,"Middleton, WI 53562",3.5,"Responsible for review and compilation of results and data comparison against SOP acceptance criteria, methodology, protocol and product specifications.",1 day ago
7343,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,You will use data exploration techniques to discover new questions or opportunities within your problem area and propose applicability and limitations of the…,30+ days ago
7344,Jr. Data Scientist,Numero Data LLC,"Herndon, VA 20170",NaN,"Familiarity with programming for data analysis; ideally Python, SQL, or R.
Ideal candidate should have a degree in a quantitative field (e.g., mathematics,…",3 days ago
7345,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"2+ years of experimental data / modeling experience.
2+ years of strong mathematical and statistical data analysis experience.",30+ days ago
7346,Data Scientist Intern,Quaxigma,"Schaumburg, IL 60195",NaN,"1 year experience in solving complex business problems using data science, statistical techniques & machine learning to build predictive & prescriptive…",28 days ago
7347,Validation Scientist - Entry,VEQTOR,"Chicago, IL",NaN,VEQTOR is currently looking for entry level Validation Scientists with experience in a laboratory and/or pharmaceutical environment.,26 days ago
7348,Data Analyst - Dallas Office or Home-Based - Immediate Openi...,Qlarant,"Dallas, TX",3.1,"The Data Analyst III is an entry level professional position that performs study design, data analysis, and report preparation.",Today
7349,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"End-to-end machine learning process, including analyzing business problem(s), identifying relevant data sources, optimizing source data, model testing and…",30+ days ago
7350,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,"Projects include ad hoc data analysis, business process workflow analysis and documentation.
Interns will work with employees throughout the organization to…",30+ days ago
7351,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7352,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7353,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7354,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7355,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7356,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7357,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7358,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
7359,Data Scientist I,"C2 Labs, Inc.","Oak Ridge, TN 37830",NaN,"C2 offers a competitive benefits package including comprehensive health insurance, 401k, and 160 hours (20 days) of Paid Time Off (PTO).",9 days ago
7360,Data Scientist Entry Level - Pathrise Recruiting Partners,Pathrise,Remote,NaN,In these positions you will be asked to manipulate and utilize data in order to inform key business decisions and model various market conditions.,15 days ago
7361,Full Time Opportunities for Students or Recent Graduates: Da...,Microsoft,"Redmond, WA",4.2,We are looking for highly motivated and passionate Data Scientists to apply rigorous scientific methodology and algorithms to data in order to improve Microsoft…,30+ days ago
7362,Data Scientist (Entry Level),Strike Social,"Chicago, IL 60606 (The Loop area)",3.7,"Come help build the next generation of advertising and marketing technology using the latest technologies including Machine Learning, Real-time Analytics, and…",30+ days ago
7363,DATA SCIENTIST,Tangle Systems LLC,"San Jose, CA 95128 (Willow Glen area)",NaN,"Accommodation provided during in training in Omaha, NE.
For OPT/CPT/L2/H4 EAD providing Trainings, Accommodation and Placement in 45 days from training start…",16 days ago
7364,MAIDAP Data Scientist- Students and Recent Graduates,Microsoft,"Cambridge, MA",4.2,"Located at the Microsoft New England Research and Development Center (NERD), the Microsoft AI Development Acceleration Program (MAIDAP) is hiring soon-to-be and…",30+ days ago
7365,Analytics & Data Science Summer Associate,Arcadia,"Washington, DC 20009 (Logan Circle area)",3.8,"This role reports to the Senior Quantitative Analyst and will collaborate closely with the entire Analytics & Data Science team as well as the Product,…",1 day ago
7366,Data Scientist (Research Park),Motorola Solutions,"Champaign, IL",4.1,"This is a full-time position at our University of Illinois-Research Park office.
Designs, develops and programs methods, processes, and systems to consolidate…",30+ days ago
7367,Student Internship - Data Scientist - Summer 2020,AF Group,"Lansing, MI 48901",3.8,Interns will work with employees throughout the organization to forward business objectives in the areas of insurance operations and corporate functions.,30+ days ago
